"";"Program.kreditiranja";"Korisnik.kredita";"Odobreno.KN";"Godina";"OIB";"sus"
"20807";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";6382004;NA;52508873833;0
"20808";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";2127398;NA;52508873833;0
"20809";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";3022099;NA;52508873833;0
"20810";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";3022099;NA;52508873833;0
"20811";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1107722;NA;52508873833;0
"20812";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1107722;NA;52508873833;0
"20813";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";20244705;NA;52508873833;0
"20814";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";11849098;NA;52508873833;0
"20815";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";2122368;NA;52508873833;0
"20816";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";5033464;NA;52508873833;0
"20817";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";14390404;NA;52508873833;0
"20818";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1474589;NA;52508873833;0
"20819";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";7543674;NA;52508873833;0
"20820";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";6989990;NA;52508873833;0
"20821";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";4450545;NA;52508873833;0
"20822";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";16292714;NA;52508873833;0
"20823";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";3058067;NA;52508873833;0
"20824";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";2180117;NA;52508873833;0
"20825";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";9642847;NA;52508873833;0
"20826";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";16876105;NA;52508873833;0
"20827";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";14170394;NA;52508873833;0
"20828";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1019745;NA;52508873833;0
"20829";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";26004154;NA;52508873833;0
"20830";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";5803607;NA;52508873833;0
"20831";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";43763692;NA;52508873833;0
"20832";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";18434594;NA;52508873833;0
"20833";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";20468450;NA;52508873833;0
"20834";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";20484882;NA;52508873833;0
"20835";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";2775338;NA;52508873833;0
"20836";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";22535649;NA;52508873833;0
"20837";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";8834365;NA;52508873833;0
"20838";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1807281;NA;52508873833;0
"20839";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";7284234;NA;52508873833;0
"20840";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";10147152;NA;52508873833;0
"20841";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";3503335;NA;52508873833;0
"20842";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";17107294;NA;52508873833;0
"20843";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1613056;NA;52508873833;0
"20844";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1799215;NA;52508873833;0
"20845";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";7329207;NA;52508873833;0
"20846";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";11110849;NA;52508873833;0
"20847";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";18278859;NA;52508873833;0
"20848";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";3912819;NA;52508873833;0
"20849";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";11250000;NA;52508873833;0
"20850";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";3375000;NA;52508873833;0
"20851";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";7614381;NA;52508873833;0
"20852";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";5240000;NA;52508873833;0
"20853";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1,9e+07;NA;52508873833;0
"20854";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1,1e+07;NA;52508873833;0
"20855";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";3,5e+07;NA;52508873833;0
"20856";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";3,6e+07;NA;52508873833;0
"20857";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";5700000;NA;52508873833;0
"20858";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";8400000;NA;52508873833;0
"20859";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";3,2e+07;NA;52508873833;0
"20860";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";38222222;NA;52508873833;0
"20861";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";13989145;NA;52508873833;0
"20862";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";5149639;NA;52508873833;0
"20863";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";11126362;NA;52508873833;0
"20864";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";2200599;NA;52508873833;0
"20865";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1464461;NA;52508873833;0
"20866";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";6393076;NA;52508873833;0
"20867";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";29057538;NA;52508873833;0
"20868";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";22627611;NA;52508873833;0
"20869";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";14590177;NA;52508873833;0
"20870";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";8735179;NA;52508873833;0
"20871";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";16200213;NA;52508873833;0
"20872";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";67823001;NA;52508873833;0
"20873";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";7406875;NA;52508873833;0
"20874";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";3864661;NA;52508873833;0
"20875";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";7417575;NA;52508873833;0
"20876";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";2216505;NA;52508873833;0
"20877";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";14766946;NA;52508873833;0
"20878";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";12304580;NA;52508873833;0
"20879";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";26048367;NA;52508873833;0
"20880";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";4225775;NA;52508873833;0
"20881";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1220339;NA;52508873833;0
"20882";"Gospodarstvo";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";3708787;NA;52508873833;0
"20883";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";4565353;NA;52508873833;0
"20884";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";3108326;NA;52508873833;0
"20885";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";2274775;NA;52508873833;0
"20886";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";5686349;NA;52508873833;0
"20887";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";6084791;NA;52508873833;0
"20888";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";6320600;NA;52508873833;0
"20889";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1668954;NA;52508873833;0
"20890";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1,2e+07;NA;52508873833;0
"20891";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";7035459;NA;52508873833;0
"20892";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";50052833;NA;52508873833;0
"20893";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";310609;NA;52508873833;0
"20894";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";14232489;NA;52508873833;0
"20895";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";4011049;NA;52508873833;0
"20896";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";6e+06;NA;52508873833;0
"20897";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";9,5e+07;NA;52508873833;0
"20898";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";7550000;NA;52508873833;0
"20899";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";3800000;NA;52508873833;0
"20900";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";5488667;NA;52508873833;0
"20901";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1130000;NA;52508873833;0
"20902";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";5e+06;NA;52508873833;0
"20903";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";480000;NA;52508873833;0
"20904";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";19513792;NA;52508873833;0
"20905";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";2,6e+07;NA;52508873833;0
"20906";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";24736919;NA;52508873833;0
"20907";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1939635;NA;52508873833;0
"20908";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";14558631;NA;52508873833;0
"20909";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1777991;NA;52508873833;0
"20910";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";2455692;NA;52508873833;0
"20911";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";2681789;NA;52508873833;0
"20912";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";9852105;NA;52508873833;0
"20913";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";2916651;NA;52508873833;0
"20914";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1982930;NA;52508873833;0
"20915";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";3304553;NA;52508873833;0
"20916";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";2100000;NA;52508873833;0
"20917";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";4500000;NA;52508873833;0
"20918";"Infrastruktura";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";4e+07;NA;52508873833;0
"20919";"IPARD Mjera 101. i 103. (IPARD i EU fondovi)";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";6e+06;NA;52508873833;0
"20920";"IPARD Mjera 101. i 103. (IPARD i EU fondovi)";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";918141;NA;52508873833;0
"20921";"IPARD Mjera 101. i 103. (IPARD i EU fondovi)";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";9600000;NA;52508873833;0
"20922";"IPARD Mjera 101. i 103. (IPARD i EU fondovi)";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";11300000;NA;52508873833;0
"20923";"IPARD Mjera 101. i 103. (IPARD i EU fondovi)";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1800000;NA;52508873833;0
"20924";"IPARD Mjera 101. i 103. (IPARD i EU fondovi)";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";3450000;NA;52508873833;0
"20925";"IPARD Mjera 101. i 103. (IPARD i EU fondovi)";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";652380;NA;52508873833;0
"20926";"IPARD Mjera 101. i 103. (IPARD i EU fondovi)";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1210389;NA;52508873833;0
"20927";"IPARD Mjera 101. i 103. (IPARD i EU fondovi)";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";2200000;NA;52508873833;0
"20928";"IPARD Mjera 101. i 103. (IPARD i EU fondovi)";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";708431;NA;52508873833;0
"20929";"IPARD Mjera 301.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";8e+05;NA;52508873833;0
"20930";"IPARD Mjera 301.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";2100000;NA;52508873833;0
"20931";"IPARD Mjera 301.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";6e+06;NA;52508873833;0
"20932";"IPARD Mjera 301.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";3450000;NA;52508873833;0
"20933";"IPARD Mjera 301.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";4e+06;NA;52508873833;0
"20934";"IPARD Mjera 301.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";2300000;NA;52508873833;0
"20935";"IPARD Mjera 301.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";4800000;NA;52508873833;0
"20936";"IPARD Mjera 301.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";8e+05;NA;52508873833;0
"20937";"IPARD Mjera 301.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";2800000;NA;52508873833;0
"20938";"IPARD Mjera 301.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1850000;NA;52508873833;0
"20939";"IPARD Mjera 301.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";3500000;NA;52508873833;0
"20940";"IPARD Mjera 301.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1920000;NA;52508873833;0
"20941";"IPARD Mjera 301.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";3458302;NA;52508873833;0
"20942";"IPARD Mjera 301.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1365276;NA;52508873833;0
"20943";"IPARD Mjera 301.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";2830000;NA;52508873833;0
"20944";"IPARD Mjera 301.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1045923;NA;52508873833;0
"20945";"IPARD Mjera 301.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";4100000;NA;52508873833;0
"20946";"IPARD Mjera 301.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";7e+06;NA;52508873833;0
"20947";"IPARD Mjera 301.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";420000;NA;52508873833;0
"20948";"IPARD Mjera 302.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";550000;NA;52508873833;0
"20949";"IPARD Mjera 302.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1797024;NA;52508873833;0
"20950";"IPARD Mjera 302.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";306425;NA;52508873833;0
"20951";"IPARD Mjera 302.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1560124;NA;52508873833;0
"20952";"IPARD Mjera 302.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1468838;NA;52508873833;0
"20953";"IPARD Mjera 302.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1079534;NA;52508873833;0
"20954";"IPARD Mjera 302.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1455400;NA;52508873833;0
"20955";"IPARD Mjera 302.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1260000;NA;52508873833;0
"20956";"IPARD Mjera 302.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1800000;NA;52508873833;0
"20957";"IPARD Mjera 302.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1420867;NA;52508873833;0
"20958";"IPARD Mjera 302.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";887111;NA;52508873833;0
"20959";"IPARD Mjera 302.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1729662;NA;52508873833;0
"20960";"IPARD Mjera 302.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1469788;NA;52508873833;0
"20961";"IPARD Mjera 302.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1955333;NA;52508873833;0
"20962";"IPARD Mjera 302.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1623711;NA;52508873833;0
"20963";"IPARD Mjera 302.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1125000;NA;52508873833;0
"20964";"IPARD Mjera 302.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1540109;NA;52508873833;0
"20965";"IPARD Mjera 302.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1128309;NA;52508873833;0
"20966";"IPARD Mjera 302.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1110591;NA;52508873833;0
"20967";"IPARD Mjera 302.";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1555960;NA;52508873833;0
"20968";"Izvoz-IBRD";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";22994482;NA;52508873833;0
"20969";"Izvoz-IBRD";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";18509792;NA;52508873833;0
"20970";"Izvoz-IBRD";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";35100803;NA;52508873833;0
"20971";"Izvoz-IBRD";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";11126362;NA;52508873833;0
"20972";"Izvoz-IBRD";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";4516345;NA;52508873833;0
"20973";"Izvoz-IBRD";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";637295;NA;52508873833;0
"20974";"Izvoz-IBRD";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";5492422;NA;52508873833;0
"20975";"Izvoz-IBRD";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";21807670;NA;52508873833;0
"20976";"Izvoz-IBRD";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";7417575;NA;52508873833;0
"20977";"Izvoz-IBRD";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";7417575;NA;52508873833;0
"20978";"Izvoz-IBRD";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";20769210;NA;52508873833;0
"20979";"Izvoz-IBRD";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";36346117;NA;52508873833;0
"20980";"Kreditiranje EU projekata privatnog sektora";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";4893553;NA;52508873833;0
"20981";"Kreditiranje EU projekata privatnog sektora";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";2225272;NA;52508873833;0
"20982";"Kreditiranje EU projekata privatnog sektora";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";2241416;NA;52508873833;0
"20983";"Kreditiranje EU projekata privatnog sektora";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";2474865;NA;52508873833;0
"20984";"Kreditiranje EU projekata privatnog sektora";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";13351635;NA;52508873833;0
"20985";"Kreditiranje EU projekata privatnog sektora";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";29565892;NA;52508873833;0
"20986";"Kreditiranje EU projekata privatnog sektora";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";4918656;NA;52508873833;0
"20987";"Kreditiranje EU projekata privatnog sektora";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";7417575;NA;52508873833;0
"20988";"Kreditiranje EU projekata ruralnog razvoja, ribarstva i vinske omotnice";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";10944013;NA;52508873833;0
"20989";"Kreditiranje EU projekata ruralnog razvoja, ribarstva i vinske omotnice";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";882950;NA;52508873833;0
"20990";"Kreditiranje EU projekata ruralnog razvoja, ribarstva i vinske omotnice";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1144605;NA;52508873833;0
"20991";"Kreditiranje EU projekata ruralnog razvoja, ribarstva i vinske omotnice";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";3340103;NA;52508873833;0
"20992";"Kreditiranje EU projekata ruralnog razvoja, ribarstva i vinske omotnice";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";7604390;NA;52508873833;0
"20993";"Kreditiranje EU projekata ruralnog razvoja, ribarstva i vinske omotnice";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";459562;NA;52508873833;0
"20994";"Kreditiranje EU projekata ruralnog razvoja, ribarstva i vinske omotnice";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";374588;NA;52508873833;0
"20995";"Kreditiranje EU projekata ruralnog razvoja, ribarstva i vinske omotnice";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1290855;NA;52508873833;0
"20996";"Kreditiranje EU projekata ruralnog razvoja, ribarstva i vinske omotnice";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";4716585;NA;52508873833;0
"20997";"Kreditiranje EU projekata ruralnog razvoja, ribarstva i vinske omotnice";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";3871243;NA;52508873833;0
"20998";"Kreditiranje EU projekata ruralnog razvoja, ribarstva i vinske omotnice";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";12914043;NA;52508873833;0
"20999";"Kreditiranje EU projekata ruralnog razvoja, ribarstva i vinske omotnice";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1483515;NA;52508873833;0
"21000";"Kreditiranje EU projekata ruralnog razvoja, ribarstva i vinske omotnice";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";3708787;NA;52508873833;0
"21001";"Kreditiranje EU projekata ruralnog razvoja, ribarstva i vinske omotnice";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";7970365;NA;52508873833;0
"21002";"Kreditiranje pripreme poljoprivredne proizvodnje";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";7e+06;NA;52508873833;0
"21003";"Kreditiranje pripreme poljoprivredne proizvodnje";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";150000;NA;52508873833;0
"21004";"Kreditiranje pripreme poljoprivredne proizvodnje";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";50000;NA;52508873833;0
"21005";"Kreditiranje pripreme poljoprivredne proizvodnje";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";95287;NA;52508873833;0
"21006";"Kreditiranje pripreme poljoprivredne proizvodnje";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";130040;NA;52508873833;0
"21007";"Kreditiranje pripreme poljoprivredne proizvodnje";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1e+05;NA;52508873833;0
"21008";"Kreditiranje pripreme poljoprivredne proizvodnje";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1e+06;NA;52508873833;0
"21009";"Kreditiranje pripreme poljoprivredne proizvodnje";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";5e+06;NA;52508873833;0
"21010";"Kreditiranje pripreme poljoprivredne proizvodnje";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1300000;NA;52508873833;0
"21011";"Kreditiranje pripreme poljoprivredne proizvodnje";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";185000;NA;52508873833;0
"21012";"Kreditiranje pripreme poljoprivredne proizvodnje";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";60000;NA;52508873833;0
"21013";"Kreditiranje pripreme poljoprivredne proizvodnje";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";99855;NA;52508873833;0
"21014";"Kreditiranje pripreme poljoprivredne proizvodnje";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";6e+06;NA;52508873833;0
"21015";"Kreditiranje pripreme poljoprivredne proizvodnje";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";2e+05;NA;52508873833;0
"21016";"Kreditiranje pripreme poljoprivredne proizvodnje";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";185000;NA;52508873833;0
"21017";"Kreditiranje pripreme poljoprivredne proizvodnje";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";185000;NA;52508873833;0
"21018";"Kreditiranje pripreme poljoprivredne proizvodnje";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";1e+06;NA;52508873833;0
"21019";"Kreditiranje pripreme poljoprivredne proizvodnje";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";6e+06;NA;52508873833;0
"21020";"Kreditiranje pripreme poljoprivredne proizvodnje";"OTP BANKA HRVATSKA DIONIÈKO DRUŠTVO";250000;NA;52508873833;0
